conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_001965,evt_alpha_008166,2024-02-29 00:00:00 CST,104,last_click,SKU-016,1
conv_alpha_001966,evt_alpha_006775,2024-01-15 00:00:00 CST,463,last_click,SKU-080,2
conv_alpha_001967,evt_alpha_005227,2024-01-11 00:00:00 CST,212,last_click,SKU-075,3
conv_alpha_001968,evt_alpha_002121,2024-01-06 00:00:00 CST,296,linear,SKU-016,2
conv_alpha_001969,evt_alpha_003628,2024-01-11 00:00:00 CST,14,first_click,SKU-010,3
conv_alpha_001970,evt_alpha_000339,2024-01-14 00:00:00 CST,355,linear,SKU-025,2
conv_alpha_001971,evt_alpha_006510,2024-03-20 00:00:00 CST,197,last_click,SKU-054,4
conv_alpha_001972,evt_alpha_002153,2024-03-10 00:00:00 CST,79,first_click,SKU-033,2
conv_alpha_001973,evt_alpha_002901,2024-01-17 00:00:00 CST,486,first_click,SKU-024,4
conv_alpha_001974,evt_alpha_007566,2024-02-23 00:00:00 CST,93,last_click,SKU-071,2
conv_alpha_001975,evt_alpha_002024,2024-03-01 00:00:00 CST,400,last_click,SKU-036,4
conv_alpha_001976,evt_alpha_006139,2024-02-11 00:00:00 CST,318,last_click,SKU-022,4
conv_alpha_001977,evt_alpha_009180,2024-03-26 00:00:00 CST,187,linear,SKU-026,1
conv_alpha_001978,evt_alpha_005351,2024-03-05 00:00:00 CST,485,last_click,SKU-084,2
conv_alpha_001979,evt_alpha_008782,2024-01-02 00:00:00 CST,192,first_click,SKU-014,1
conv_alpha_001980,evt_alpha_006127,2024-02-10 00:00:00 CST,212,first_click,SKU-006,3
conv_alpha_001981,evt_alpha_002821,2024-03-22 00:00:00 CST,322,first_click,SKU-071,2
conv_alpha_001982,evt_alpha_005327,2024-02-11 00:00:00 CST,305,linear,SKU-009,3
conv_alpha_001983,evt_alpha_007165,2024-01-04 00:00:00 CST,312,last_click,SKU-075,2
conv_alpha_001984,evt_alpha_000301,2024-01-15 00:00:00 CST,374,linear,SKU-090,4
conv_alpha_001985,evt_alpha_008246,2024-02-09 00:00:00 CST,334,last_click,SKU-019,4
conv_alpha_001986,evt_alpha_005730,2024-03-01 00:00:00 CST,405,linear,SKU-034,2
conv_alpha_001987,evt_alpha_006359,2024-02-13 00:00:00 CST,216,first_click,SKU-024,4
conv_alpha_001988,evt_alpha_003135,2024-02-13 00:00:00 CST,279,linear,SKU-054,1
conv_alpha_001989,evt_alpha_007267,2024-01-30 00:00:00 CST,196,first_click,SKU-034,1
conv_alpha_001990,evt_alpha_007411,2024-01-01 00:00:00 CST,371,last_click,SKU-042,1
conv_alpha_001991,evt_alpha_004535,2024-01-11 00:00:00 CST,496,linear,SKU-021,1
conv_alpha_001992,evt_alpha_009828,2024-02-22 00:00:00 CST,167,linear,SKU-031,2
conv_alpha_001993,evt_alpha_001758,2024-02-29 00:00:00 CST,60,linear,SKU-030,1
conv_alpha_001994,evt_alpha_005016,2024-01-31 00:00:00 CST,467,last_click,SKU-034,4
conv_alpha_001995,evt_alpha_006640,2024-03-23 00:00:00 CST,293,linear,SKU-020,1
conv_alpha_001996,evt_alpha_007277,2024-03-16 00:00:00 CST,438,linear,SKU-058,2
conv_alpha_001997,evt_alpha_002720,2024-02-05 00:00:00 CST,357,last_click,SKU-021,2
conv_alpha_001998,evt_alpha_002168,2024-01-03 00:00:00 CST,421,first_click,SKU-048,4
conv_alpha_001999,evt_alpha_003806,2024-02-10 00:00:00 CST,321,linear,SKU-068,1
